input_length,output_length,latency,timestamp,architecture,scale
1816,181,0.0022,2181157391.0,Dense,30-100B
2896,359,0.0014,2183003662.0,Dense,30-100B
236,130,0.0013,2183067754.0,Dense,30-100B
2035,571,0.0013,2184030100.0,Dense,30-100B
177,18,0.0012,2185215032.0,Dense,30-100B
816,735,0.0021,2186169525.0,Dense,30-100B
332,26,0.0016,2189013243.0,Dense,30-100B
3351,164,0.0016,2190009821.0,Dense,30-100B
5315,41,0.0008,2191045268.0,Dense,30-100B
94,1,0.0021,2191126340.0,Dense,30-100B
301,39,0.0008,2194100014.0,Dense,30-100B
1262,122,0.0017,2195026642.0,Dense,30-100B
1214,22,0.0012,2196118169.0,Dense,30-100B
69,1,0.0007,2199012549.0,Dense,30-100B
1220,42,0.0008,2199015323.0,Dense,30-100B
2722,753,0.0013,2199078117.0,Dense,30-100B
680,2288,0.0013,2199119952.0,Dense,30-100B
3896,207,0.0018,2199135415.0,Dense,30-100B
91,819,0.0014,2203148895.0,Dense,30-100B
127,62,0.0012,2204145236.0,Dense,30-100B
2751,400,0.0021,2204156080.0,Dense,30-100B
403,93,0.0039,2205054419.0,Dense,30-100B
928,1519,0.0008,2206125803.0,Dense,30-100B
4595,690,0.0027,2207056766.0,Dense,30-100B
207,0,1.5358,2207126105.0,Dense,30-100B
2163,785,0.0013,2210033158.0,Dense,30-100B
214,2547,0.0034,2211105484.0,Dense,30-100B
242,376,0.0007,2214028138.0,Dense,30-100B
225,4,0.0012,2214135944.0,Dense,30-100B
470,15,0.0013,2214151006.0,Dense,30-100B
6210,362,0.0012,2216125633.0,Dense,30-100B
227,45,0.0012,2217047616.0,Dense,30-100B
361,26,0.0012,2219122975.0,Dense,30-100B
701,6,0.0007,2219133548.0,Dense,30-100B
863,707,0.0013,2220054216.0,Dense,30-100B
532,157,0.0021,2220057540.0,Dense,30-100B
82,952,0.0007,2222081782.0,Dense,30-100B
1229,138,0.0008,2223028460.0,Dense,30-100B
1929,349,0.0016,2225015455.0,Dense,30-100B
3360,14,0.0006,2226025696.0,Dense,30-100B
3351,197,0.0017,2227024687.0,Dense,30-100B
230,637,0.0009,2229116999.0,Dense,30-100B
2305,65,0.006,2234073722.0,Dense,30-100B
535,1347,0.0013,2235102821.0,Dense,30-100B
229,5,0.0012,2235106833.0,Dense,30-100B
3054,301,0.0014,2237004386.0,Dense,30-100B
635,985,0.0013,2237027649.0,Dense,30-100B
301,17,0.0012,2237075426.0,Dense,30-100B
1819,597,0.0012,2237105383.0,Dense,30-100B
237,1298,0.0016,2238094446.0,Dense,30-100B
2339,476,0.0008,2240062494.0,Dense,30-100B
697,86,0.0008,2241015976.0,Dense,30-100B
4583,815,0.0012,2241242557.0,Dense,30-100B
1384,138,0.0016,2244023421.0,Dense,30-100B
708,39,0.0022,2245051784.0,Dense,30-100B
1103,619,0.0021,2250130052.0,Dense,30-100B
655,389,0.0021,2250156037.0,Dense,30-100B
3351,255,0.0014,2252020421.0,Dense,30-100B
1288,161,0.0021,2252049529.0,Dense,30-100B
2303,482,0.0022,2253196423.0,Dense,30-100B
233,14,0.0008,2256083392.0,Dense,30-100B
3096,500,0.0013,2256218139.0,Dense,30-100B
2991,23,0.0013,2258022966.0,Dense,30-100B
6508,1115,0.0009,2258146021.0,Dense,30-100B
1877,204,0.0014,2259046327.0,Dense,30-100B
1379,627,0.0022,2261037442.0,Dense,30-100B
3643,119,0.0014,2262006408.0,Dense,30-100B
3224,238,0.0016,2265028886.0,Dense,30-100B
527,136,0.0013,2265067912.0,Dense,30-100B
667,7,0.0008,2268107693.0,Dense,30-100B
266,33,0.0028,2269154659.0,Dense,30-100B
2776,206,0.0007,2270034522.0,Dense,30-100B
667,821,0.0012,2273158242.0,Dense,30-100B
4321,861,0.0022,2274059841.0,Dense,30-100B
382,9,0.0007,2275017213.0,Dense,30-100B
224,3,0.0006,2278091277.0,Dense,30-100B
515,14,0.0015,2280153242.0,Dense,30-100B
367,15,0.0013,2281043914.0,Dense,30-100B
828,58,0.001,2282090439.0,Dense,30-100B
2929,278,0.0007,2284072214.0,Dense,30-100B
238,410,0.0009,2285123645.0,Dense,30-100B
752,36,0.0009,2285127460.0,Dense,30-100B
3635,279,0.0012,2286031212.0,Dense,30-100B
2041,59,0.0017,2286104287.0,Dense,30-100B
1234,971,0.0014,2287008741.0,Dense,30-100B
3435,734,0.0008,2289017598.0,Dense,30-100B
230,5,0.0015,2289058376.0,Dense,30-100B
929,41,0.0014,2290023329.0,Dense,30-100B
606,50,0.0007,2291029315.0,Dense,30-100B
822,1659,0.0006,2292056452.0,Dense,30-100B
2338,300,0.0021,2292079553.0,Dense,30-100B
237,24,0.0013,2294057140.0,Dense,30-100B
4584,657,0.0007,2295998982.0,Dense,30-100B
3344,148,0.0021,2297031209.0,Dense,30-100B
740,318,0.0007,2297073963.0,Dense,30-100B
6412,873,0.0022,2297129114.0,Dense,30-100B
2923,252,0.0013,2299054123.0,Dense,30-100B
257,1019,0.0009,2300044925.0,Dense,30-100B
431,15,0.0008,2301022089.0,Dense,30-100B
2245,430,0.0016,2302057722.0,Dense,30-100B
541,692,0.0007,2302102766.0,Dense,30-100B
1307,190,0.0013,2304145293.0,Dense,30-100B
226,3,0.0013,2308091241.0,Dense,30-100B
2776,199,0.0016,2311085801.0,Dense,30-100B
617,126,0.0022,2313174933.0,Dense,30-100B
599,437,0.0015,2314111498.0,Dense,30-100B
1397,747,0.0013,2315079004.0,Dense,30-100B
828,54,0.0007,2316005609.0,Dense,30-100B
2183,707,0.0021,2316031313.0,Dense,30-100B
233,414,0.0007,2317153684.0,Dense,30-100B
37,365,0.0021,2317163743.0,Dense,30-100B
1291,136,0.0014,2318003799.0,Dense,30-100B
2523,146,0.0017,2319158448.0,Dense,30-100B
3344,175,0.0016,2323055610.0,Dense,30-100B
2031,221,0.0017,2325053844.0,Dense,30-100B
833,29,0.0008,2327178293.0,Dense,30-100B
3060,109,0.0024,2328027917.0,Dense,30-100B
135,1,0.0022,2329033334.0,Dense,30-100B
250,4,0.0021,2331024011.0,Dense,30-100B
242,459,0.0007,2332024198.0,Dense,30-100B
1838,89,0.0021,2332195918.0,Dense,30-100B
2962,296,0.005,2335084744.0,Dense,30-100B
4308,259,0.0023,2335224379.0,Dense,30-100B
3272,146,0.0014,2338092852.0,Dense,30-100B
229,5,0.0041,2339006786.0,Dense,30-100B
255,27,0.0015,2340125469.0,Dense,30-100B
228,5,0.0022,2341047023.0,Dense,30-100B
798,347,0.0012,2342085934.0,Dense,30-100B
1091,166,0.0017,2343060963.0,Dense,30-100B
2194,134,0.0017,2343064521.0,Dense,30-100B
300,44,0.0008,2344164530.0,Dense,30-100B
233,4,0.0012,2346164897.0,Dense,30-100B
139,3,0.0014,2351051919.0,Dense,30-100B
5237,726,0.0007,2351059468.0,Dense,30-100B
236,529,0.0022,2355132664.0,Dense,30-100B
2016,19,0.0025,2355138845.0,Dense,30-100B
236,408,0.0013,2356073576.0,Dense,30-100B
373,1572,0.0021,2356245637.0,Dense,30-100B
5303,622,0.0013,2357186074.0,Dense,30-100B
1725,50,0.0007,2358998314.0,Dense,30-100B
150,856,0.0008,2359023175.0,Dense,30-100B
2709,651,0.0013,2359028450.0,Dense,30-100B
229,4,0.0008,2360016400.0,Dense,30-100B
227,4,0.0013,2360048618.0,Dense,30-100B
4244,692,0.0013,2363068625.0,Dense,30-100B
239,440,0.0022,2363139059.0,Dense,30-100B
816,643,0.0022,2364026392.0,Dense,30-100B
1234,1317,0.0007,2364094511.0,Dense,30-100B
235,550,0.0013,2365032030.0,Dense,30-100B
39,532,0.0022,2367029049.0,Dense,30-100B
675,104,0.0023,2369166620.0,Dense,30-100B
4194,1,0.0013,2370021329.0,Dense,30-100B
100,1332,0.0014,2370154485.0,Dense,30-100B
3344,196,0.0017,2370203569.0,Dense,30-100B
2928,169,0.0014,2371179092.0,Dense,30-100B
177,18,0.0007,2372046884.0,Dense,30-100B
232,78,0.0008,2372102362.0,Dense,30-100B
257,27,0.0007,2373017266.0,Dense,30-100B
4562,729,0.0007,2373019792.0,Dense,30-100B
798,668,0.0007,2373111888.0,Dense,30-100B
1168,196,0.0009,2373147494.0,Dense,30-100B
474,1195,0.0021,2376084440.0,Dense,30-100B
128,1258,0.0022,2377078557.0,Dense,30-100B
250,335,0.0012,2377123748.0,Dense,30-100B
946,5,0.0008,2382004676.0,Dense,30-100B
232,5,0.0023,2383113028.0,Dense,30-100B
234,4,0.0008,2385014927.0,Dense,30-100B
640,198,0.0015,2387998939.0,Dense,30-100B
64,1,0.0013,2388052637.0,Dense,30-100B
242,3,0.0008,2390012863.0,Dense,30-100B
2893,117,0.0008,2390031438.0,Dense,30-100B
162,590,0.0014,2391100779.0,Dense,30-100B
5333,687,0.0018,2392004550.0,Dense,30-100B
225,5,0.0013,2392019104.0,Dense,30-100B
999,2,0.0013,2394022065.0,Dense,30-100B
1953,229,0.0022,2395020999.0,Dense,30-100B
1767,304,0.0023,2399071393.0,Dense,30-100B
2049,130,0.0017,2401036771.0,Dense,30-100B
393,27,0.0008,2401100986.0,Dense,30-100B
942,1,0.0007,2403002605.0,Dense,30-100B
3630,135,0.0008,2406080238.0,Dense,30-100B
553,171,0.0013,2407054403.0,Dense,30-100B
1732,433,0.0021,2410130693.0,Dense,30-100B
235,6,0.0013,2416055198.0,Dense,30-100B
3351,123,0.0035,2418074528.0,Dense,30-100B
5644,717,0.0007,2420004831.0,Dense,30-100B
2963,536,0.0009,2420040152.0,Dense,30-100B
3224,222,0.0022,2420172415.0,Dense,30-100B
2305,766,0.0024,2420175491.0,Dense,30-100B
486,24,0.0012,2421036185.0,Dense,30-100B
1458,184,0.0021,2424131866.0,Dense,30-100B
2761,32,0.0012,2424197837.0,Dense,30-100B
371,29,0.0009,2426066904.0,Dense,30-100B
1452,1241,0.0016,2427024665.0,Dense,30-100B
3351,136,0.0022,2429088681.0,Dense,30-100B
229,59,0.0012,2430050260.0,Dense,30-100B
74,454,0.0018,2431061935.0,Dense,30-100B
230,4,0.0013,2431158472.0,Dense,30-100B
2241,715,0.0012,2432056089.0,Dense,30-100B
3037,385,0.0012,2433061520.0,Dense,30-100B
223,4,0.0021,2434073112.0,Dense,30-100B
2958,350,0.0013,2434244093.0,Dense,30-100B
2011,320,0.0007,2435073040.0,Dense,30-100B
5560,626,0.0013,2437029898.0,Dense,30-100B
708,47,0.0016,2437084712.0,Dense,30-100B
591,6,0.0023,2439013918.0,Dense,30-100B
227,5,0.0014,2439024321.0,Dense,30-100B
301,29,0.0008,2440014871.0,Dense,30-100B
244,39,0.0013,2440055199.0,Dense,30-100B
4753,712,0.0007,2441030932.0,Dense,30-100B
1458,168,0.0008,2442029356.0,Dense,30-100B
119,33,0.0059,2445128313.0,Dense,30-100B
252,140,0.0014,2448013207.0,Dense,30-100B
3237,771,0.0015,2449016024.0,Dense,30-100B
71,441,0.0021,2450164677.0,Dense,30-100B
4143,555,0.0013,2451093034.0,Dense,30-100B
819,959,0.0007,2452024054.0,Dense,30-100B
3840,774,0.0008,2453009463.0,Dense,30-100B
3643,107,0.0058,2453048341.0,Dense,30-100B
417,12,0.0022,2453055373.0,Dense,30-100B
378,98,0.0013,2453158899.0,Dense,30-100B
1959,192,0.0017,2457027396.0,Dense,30-100B
234,6,0.0007,2457083362.0,Dense,30-100B
987,501,0.0007,2459017750.0,Dense,30-100B
2421,398,0.0007,2459032836.0,Dense,30-100B
378,68,0.0016,2459071704.0,Dense,30-100B
230,635,0.0012,2460158886.0,Dense,30-100B
2220,855,0.0015,2461092877.0,Dense,30-100B
61,1,0.0021,2462136966.0,Dense,30-100B
3010,740,0.0013,2463015226.0,Dense,30-100B
4394,787,0.0009,2463034508.0,Dense,30-100B
223,5,0.0012,2465117337.0,Dense,30-100B
1445,101,0.0016,2466082891.0,Dense,30-100B
4247,16,0.0007,2469019988.0,Dense,30-100B
686,22,0.0008,2470016569.0,Dense,30-100B
558,144,0.0014,2470051574.0,Dense,30-100B
2272,482,0.0007,2470056405.0,Dense,30-100B
420,16,0.0022,2471084735.0,Dense,30-100B
836,1,0.0008,2476020849.0,Dense,30-100B
3630,143,0.0009,2478018730.0,Dense,30-100B
3224,116,0.003,2478043716.0,Dense,30-100B
438,5,0.0007,2480015561.0,Dense,30-100B
41,493,0.0023,2480018451.0,Dense,30-100B
1238,340,0.0016,2480139188.0,Dense,30-100B
511,91,0.0013,2481166887.0,Dense,30-100B
2875,691,0.0013,2483023924.0,Dense,30-100B
235,4,0.0013,2484066641.0,Dense,30-100B
2800,609,0.0013,2485086812.0,Dense,30-100B
541,267,0.0013,2486193945.0,Dense,30-100B
243,5,0.0013,2491095893.0,Dense,30-100B
221,23,0.0007,2494017890.0,Dense,30-100B
3874,602,0.0013,2495048972.0,Dense,30-100B
858,1,0.0012,2498088846.0,Dense,30-100B
547,179,0.0008,2501002758.0,Dense,30-100B
1006,797,0.0017,2501038347.0,Dense,30-100B
3840,106,0.0013,2502030286.0,Dense,30-100B
3630,136,0.0015,2502047931.0,Dense,30-100B
2287,361,0.0018,2502056414.0,Dense,30-100B
122,56,0.0013,2505138746.0,Dense,30-100B
1169,118,0.0015,2506082456.0,Dense,30-100B
1421,446,0.0018,2508075924.0,Dense,30-100B
2050,365,0.0023,2508103719.0,Dense,30-100B
225,3,0.0008,2509038349.0,Dense,30-100B
6830,170,0.0008,2509125954.0,Dense,30-100B
2356,241,0.0016,2510055461.0,Dense,30-100B
181,955,0.0013,2514025114.0,Dense,30-100B
3630,131,0.0016,2514102768.0,Dense,30-100B
230,441,0.0021,2517097399.0,Dense,30-100B
222,3,0.0009,2518089951.0,Dense,30-100B
2528,504,0.0018,2518178503.0,Dense,30-100B
311,89,0.0013,2520030644.0,Dense,30-100B
16517,709,0.0012,2520090167.0,Dense,30-100B
928,25,0.0013,2522086947.0,Dense,30-100B
689,48,0.0006,2528065744.0,Dense,30-100B
879,22,0.0015,2531058732.0,Dense,30-100B
446,7,0.0013,2532028841.0,Dense,30-100B
3630,121,0.0007,2537203818.0,Dense,30-100B
3224,140,0.0014,2538020395.0,Dense,30-100B
401,0,5.3331,2539153196.0,Dense,30-100B
2015,717,0.0022,2540047425.0,Dense,30-100B
247,48,0.0013,2540068733.0,Dense,30-100B
229,5,0.0008,2541094044.0,Dense,30-100B
1015,1514,0.0017,2542047279.0,Dense,30-100B
265,23,0.0021,2543113157.0,Dense,30-100B
258,44,0.0007,2544037260.0,Dense,30-100B
783,96,0.0013,2546019670.0,Dense,30-100B
119,39,0.0013,2548094356.0,Dense,30-100B
3344,118,0.0016,2549015218.0,Dense,30-100B
234,293,0.0014,2549064935.0,Dense,30-100B
1619,606,0.0012,2550093919.0,Dense,30-100B
853,101,0.0016,2553040320.0,Dense,30-100B
2915,0,6.7184,2554010076.0,Dense,30-100B
236,9,0.0007,2556168156.0,Dense,30-100B
276,83,0.0012,2558016443.0,Dense,30-100B
1187,154,0.0013,2559048784.0,Dense,30-100B
228,31,0.0022,2559070735.0,Dense,30-100B
3265,106,0.0015,2559135010.0,Dense,30-100B
2210,691,0.0016,2560047219.0,Dense,30-100B
71,1126,0.0014,2562022041.0,Dense,30-100B
3035,699,0.0009,2564148816.0,Dense,30-100B
227,4,0.0025,2565080134.0,Dense,30-100B
2015,130,0.0017,2568021194.0,Dense,30-100B
895,261,0.0012,2572020720.0,Dense,30-100B
350,23,0.0008,2573008638.0,Dense,30-100B
1187,149,0.0021,2573180952.0,Dense,30-100B
2409,325,0.0022,2574013797.0,Dense,30-100B
631,21,0.0013,2574015687.0,Dense,30-100B
3344,183,0.0014,2575015859.0,Dense,30-100B
729,222,0.0013,2576059943.0,Dense,30-100B
2264,113,0.0008,2578026423.0,Dense,30-100B
746,147,0.0022,2578062868.0,Dense,30-100B
12,511,0.0016,2580037610.0,Dense,30-100B
1372,2014,0.0021,2580133426.0,Dense,30-100B
922,700,0.0021,2581142231.0,Dense,30-100B
894,536,0.0014,2581204005.0,Dense,30-100B
318,706,0.0024,2582049288.0,Dense,30-100B
575,7,0.0013,2584078020.0,Dense,30-100B
243,37,0.0012,2584175951.0,Dense,30-100B
50,21,0.0021,2585029034.0,Dense,30-100B
3224,101,0.0016,2585122201.0,Dense,30-100B
5213,851,0.0007,2586029201.0,Dense,30-100B
1236,60,0.0013,2586133400.0,Dense,30-100B
598,9,0.0068,2590056483.0,Dense,30-100B
1130,114,0.0014,2593028776.0,Dense,30-100B
644,43,0.0007,2593029921.0,Dense,30-100B
2262,512,0.0017,2594143852.0,Dense,30-100B
75,498,0.0013,2595118375.0,Dense,30-100B
1932,346,0.0014,2597042187.0,Dense,30-100B
237,708,0.0013,2599045556.0,Dense,30-100B
233,4,0.0021,2599047801.0,Dense,30-100B
2196,664,0.0013,2600009243.0,Dense,30-100B
2242,484,0.0008,2601074822.0,Dense,30-100B
2982,286,0.0021,2605039878.0,Dense,30-100B
3971,795,0.0007,2605071775.0,Dense,30-100B
1148,159,0.0025,2608023222.0,Dense,30-100B
36284,4,0.0013,2609024739.0,Dense,30-100B
16662,47,0.0028,2611057844.0,Dense,30-100B
2841,111,0.0021,2613063613.0,Dense,30-100B
631,58,0.0007,2613097205.0,Dense,30-100B
272,67,0.0007,2613169292.0,Dense,30-100B
4636,186,0.0013,2614078466.0,Dense,30-100B
549,6,0.0035,2621135969.0,Dense,30-100B
2218,294,0.0022,2621148577.0,Dense,30-100B
3351,162,0.0021,2621150313.0,Dense,30-100B
413,127,0.0022,2622087346.0,Dense,30-100B
3643,152,0.0014,2623019232.0,Dense,30-100B
237,635,0.0013,2624134604.0,Dense,30-100B
2857,747,0.0009,2625014753.0,Dense,30-100B
124,52,0.0024,2626032434.0,Dense,30-100B
104,39,0.0022,2629102673.0,Dense,30-100B
5130,265,0.0022,2630048176.0,Dense,30-100B
4481,635,0.0014,2633025970.0,Dense,30-100B
1039,41,0.0013,2633051889.0,Dense,30-100B
1973,319,0.0014,2634016854.0,Dense,30-100B
2350,567,0.0009,2635183605.0,Dense,30-100B
1450,210,0.0016,2636041801.0,Dense,30-100B
384,712,0.0013,2636047631.0,Dense,30-100B
118,49,0.0022,2639066301.0,Dense,30-100B
2330,32,0.0007,2640135132.0,Dense,30-100B
1303,129,0.0016,2642039523.0,Dense,30-100B
494,23,0.0008,2642140009.0,Dense,30-100B
2234,430,0.0016,2644018891.0,Dense,30-100B
222,3,0.0013,2646167168.0,Dense,30-100B
658,69,0.0021,2647056385.0,Dense,30-100B
701,38,0.0009,2647116203.0,Dense,30-100B
301,167,0.0014,2648005312.0,Dense,30-100B
698,6,0.0012,2648057413.0,Dense,30-100B
421,14,0.0021,2650043705.0,Dense,30-100B
488,8,0.0021,2650050992.0,Dense,30-100B
36376,4,0.0008,2651115784.0,Dense,30-100B
417,15,0.0008,2652025113.0,Dense,30-100B
1630,152,0.0017,2652137303.0,Dense,30-100B
928,28,0.0013,2653029943.0,Dense,30-100B
3837,703,0.0007,2653082055.0,Dense,30-100B
5822,1,0.0014,2654029403.0,Dense,30-100B
305,1492,0.0013,2655033381.0,Dense,30-100B
1118,54,0.001,2656013072.0,Dense,30-100B
3224,151,0.0008,2659079095.0,Dense,30-100B
686,28,0.0007,2661039160.0,Dense,30-100B
3012,708,0.0012,2661047583.0,Dense,30-100B
508,81,0.0012,2663067890.0,Dense,30-100B
640,50,0.0014,2663202458.0,Dense,30-100B
470,149,0.001,2664052540.0,Dense,30-100B
1006,130,0.0014,2666030061.0,Dense,30-100B
3888,659,0.0008,2669999012.0,Dense,30-100B
3224,171,0.0021,2671079848.0,Dense,30-100B
7790,34,0.0023,2671177826.0,Dense,30-100B
320,1095,0.0017,2675037690.0,Dense,30-100B
5097,138,0.0013,2675047880.0,Dense,30-100B
226,24,0.0015,2676047763.0,Dense,30-100B
1323,1,0.0022,2677047140.0,Dense,30-100B
199,940,0.0026,2677065045.0,Dense,30-100B
2298,377,0.0019,2678086152.0,Dense,30-100B
232,193,0.0007,2679067000.0,Dense,30-100B
1725,222,0.0021,2680016873.0,Dense,30-100B
4679,753,0.0021,2681056794.0,Dense,30-100B
876,42,0.0013,2682132277.0,Dense,30-100B
2342,2772,0.004,2683113420.0,Dense,30-100B
486,19,0.0013,2684079808.0,Dense,30-100B
2937,274,0.0022,2687032209.0,Dense,30-100B
705,6,0.0012,2687043619.0,Dense,30-100B
275,1283,0.0014,2689055027.0,Dense,30-100B
3344,130,0.002,2694096869.0,Dense,30-100B
244,492,0.0013,2699118724.0,Dense,30-100B
1592,964,0.0013,2699125266.0,Dense,30-100B
493,1372,0.0021,2700047688.0,Dense,30-100B
395,958,0.0021,2701078129.0,Dense,30-100B
876,36,0.0007,2703008429.0,Dense,30-100B
611,77,0.0019,2704005596.0,Dense,30-100B
6671,816,0.0021,2706040299.0,Dense,30-100B
220,5,0.0014,2707058264.0,Dense,30-100B
122,25,0.001,2708007512.0,Dense,30-100B
3863,186,0.0014,2710079716.0,Dense,30-100B
233,136,0.0008,2711007005.0,Dense,30-100B
2262,331,0.0008,2712027884.0,Dense,30-100B
227,5,0.0021,2714039770.0,Dense,30-100B
691,152,0.0022,2715076032.0,Dense,30-100B
233,82,0.0013,2716080689.0,Dense,30-100B
90,1467,0.0022,2717096947.0,Dense,30-100B
3643,157,0.0014,2718009394.0,Dense,30-100B
2236,711,0.0007,2720089561.0,Dense,30-100B
498,1,0.0013,2721031617.0,Dense,30-100B
1389,169,0.0022,2722025232.0,Dense,30-100B
3224,3008,0.0021,2723063787.0,Dense,30-100B
224,3,0.0021,2724019661.0,Dense,30-100B
109,1,0.0013,2725019521.0,Dense,30-100B
177,18,0.0012,2727061036.0,Dense,30-100B
435,82,0.0013,2727172301.0,Dense,30-100B
419,14,0.0022,2732136983.0,Dense,30-100B
259,673,0.0022,2732140032.0,Dense,30-100B
980,640,0.0014,2734012207.0,Dense,30-100B
122,38,0.0012,2735145562.0,Dense,30-100B
3189,106,0.0017,2736046387.0,Dense,30-100B
349,203,0.0012,2737111737.0,Dense,30-100B
6415,727,0.0016,2738131142.0,Dense,30-100B
222,3,0.0013,2741215889.0,Dense,30-100B
51,731,0.0007,2742023355.0,Dense,30-100B
233,899,0.0021,2742074858.0,Dense,30-100B
230,580,0.005,2743058416.0,Dense,30-100B
3840,67,0.0021,2743071551.0,Dense,30-100B
4548,75,0.0014,2744056187.0,Dense,30-100B
1989,7,0.0013,2744197133.0,Dense,30-100B
229,5,0.0007,2746046967.0,Dense,30-100B
3965,152,0.0012,2747045096.0,Dense,30-100B
5304,217,0.0013,2747163403.0,Dense,30-100B
218,2,0.0012,2751047790.0,Dense,30-100B
584,39,0.0007,2752026288.0,Dense,30-100B
399,388,0.0013,2752129818.0,Dense,30-100B
225,3,0.0013,2752152373.0,Dense,30-100B
1259,159,0.0021,2754022852.0,Dense,30-100B
2244,338,0.0015,2755011790.0,Dense,30-100B
1313,619,0.0012,2755080539.0,Dense,30-100B
162,712,0.0016,2757031123.0,Dense,30-100B
1106,69,0.0013,2758047116.0,Dense,30-100B
1103,70,0.0015,2759092159.0,Dense,30-100B
185,1195,0.0009,2760099350.0,Dense,30-100B
1371,505,0.0013,2760141078.0,Dense,30-100B
2308,533,0.0015,2761005108.0,Dense,30-100B
6896,854,0.0007,2762004765.0,Dense,30-100B
1971,331,0.0016,2763022646.0,Dense,30-100B
3462,28,0.0023,2763154472.0,Dense,30-100B
2893,33,0.0021,2765047663.0,Dense,30-100B
3643,139,0.0016,2766024360.0,Dense,30-100B
1100,73,0.0014,2768083426.0,Dense,30-100B
1408,189,0.0017,2770017776.0,Dense,30-100B
4243,13,0.0021,2772050040.0,Dense,30-100B
1302,471,0.0013,2774029957.0,Dense,30-100B
2897,52,0.0021,2774061225.0,Dense,30-100B
373,380,0.0016,2777172643.0,Dense,30-100B
3845,778,0.0013,2779086771.0,Dense,30-100B
3837,646,0.0007,2780071577.0,Dense,30-100B
545,109,0.0013,2786100564.0,Dense,30-100B
65,288,0.0007,2788055347.0,Dense,30-100B
3742,892,0.0019,2788055538.0,Dense,30-100B
228,5,0.0021,2788125959.0,Dense,30-100B
708,529,0.0151,2788129721.0,Dense,30-100B
2386,1746,0.0006,2788165733.0,Dense,30-100B
645,44,0.0012,2789045054.0,Dense,30-100B
3643,177,0.0013,2790082316.0,Dense,30-100B
423,683,0.0013,2790082958.0,Dense,30-100B
2151,355,0.0014,2791080863.0,Dense,30-100B
2927,234,0.0012,2792152077.0,Dense,30-100B
395,424,0.0013,2795200828.0,Dense,30-100B
658,909,0.0023,2796072536.0,Dense,30-100B
373,1197,0.0021,2798119223.0,Dense,30-100B
2454,225,0.0017,2799160986.0,Dense,30-100B
102,1354,0.0014,2802012995.0,Dense,30-100B
3224,130,0.0018,2802084746.0,Dense,30-100B
292,275,0.0023,2802153863.0,Dense,30-100B
787,1134,0.0013,2804045472.0,Dense,30-100B
3594,660,0.0008,2804181292.0,Dense,30-100B
636,42,0.0013,2805093991.0,Dense,30-100B
3643,326,0.0016,2806031541.0,Dense,30-100B
558,141,0.0012,2807182422.0,Dense,30-100B
3224,758,0.0017,2808060884.0,Dense,30-100B
4635,553,0.0013,2808094853.0,Dense,30-100B
2922,319,0.0014,2808135804.0,Dense,30-100B
224,3,0.0013,2809014862.0,Dense,30-100B
4893,697,0.0012,2810062107.0,Dense,30-100B
242,448,0.0013,2810083979.0,Dense,30-100B
568,26,0.0007,2813008921.0,Dense,30-100B
344,165,0.0022,2814018207.0,Dense,30-100B
3630,170,0.0015,2814144045.0,Dense,30-100B
700,6,0.0007,2815007305.0,Dense,30-100B
703,6,0.0008,2816018031.0,Dense,30-100B
1745,176,0.0015,2817092315.0,Dense,30-100B
944,403,0.0012,2819084744.0,Dense,30-100B
2564,291,0.0012,2822023074.0,Dense,30-100B
848,173,0.0014,2823150105.0,Dense,30-100B
2450,238,0.0021,2826025496.0,Dense,30-100B
188,18,0.0007,2826120974.0,Dense,30-100B
4361,681,0.0017,2826161622.0,Dense,30-100B
806,10,0.0013,2828013519.0,Dense,30-100B
3224,198,0.0008,2828045496.0,Dense,30-100B
230,589,0.0012,2829057166.0,Dense,30-100B
336,25,0.0013,2833024640.0,Dense,30-100B
676,36,0.0007,2834030355.0,Dense,30-100B
1826,37,0.0022,2835074408.0,Dense,30-100B
703,7,0.0013,2838136036.0,Dense,30-100B
1457,35,0.0022,2839047016.0,Dense,30-100B
472,597,0.0022,2842047368.0,Dense,30-100B
966,95,0.0021,2842150993.0,Dense,30-100B
1293,1,0.0007,2843000690.0,Dense,30-100B
3655,667,0.0009,2844018184.0,Dense,30-100B
2554,280,0.0023,2846047764.0,Dense,30-100B
4165,398,0.0021,2849163668.0,Dense,30-100B
275,79,0.0012,2850079656.0,Dense,30-100B
223,5,0.0012,2851048141.0,Dense,30-100B
1324,560,0.0016,2851050805.0,Dense,30-100B
4557,708,0.0013,2851166220.0,Dense,30-100B
6805,4,0.0014,2854069460.0,Dense,30-100B
533,135,0.0023,2856061347.0,Dense,30-100B
1382,219,0.0017,2857096642.0,Dense,30-100B
532,87,0.0012,2863022861.0,Dense,30-100B
431,8,0.0007,2864019851.0,Dense,30-100B
301,42,0.0013,2865043026.0,Dense,30-100B
385,1405,0.0012,2866084484.0,Dense,30-100B
224,3,0.0007,2868018219.0,Dense,30-100B
560,99,0.0013,2868080752.0,Dense,30-100B
699,6,0.0014,2869094723.0,Dense,30-100B
231,5,0.0007,2870010139.0,Dense,30-100B
225,5,0.0008,2871008794.0,Dense,30-100B
1662,83,0.0022,2871079041.0,Dense,30-100B
362,1785,0.0015,2875006719.0,Dense,30-100B
4941,650,0.0013,2875084156.0,Dense,30-100B
1299,174,0.0016,2879017799.0,Dense,30-100B
3143,206,0.0017,2879061690.0,Dense,30-100B
